timestamp,open,high,low,close,volume
1607630400000,1835.384,1837.698,1834.265,1836.528,2.0779
1607644800000,1836.568,1840.555,1834.608,1837.115,5.7497
1607659200000,1837.075,1838.438,1832.598,1833.918,4.1521
1607673600000,1833.938,1839.535,1823.843,1832.895,10.1935
1607688000000,1832.888,1847.648,1830.498,1844.418,13.2514
1607702400000,1844.418,1846.578,1838.325,1838.675,6.565
1607716800000,1838.645,1840.048,1837.755,1838.998,2.5036
1607889600000,1840.698,1841.288,1834.778,1837.898,1.0109
1607904000000,1837.898,1838.008,1834.138,1836.365,4.6649
1607918400000,1836.355,1836.625,1831.758,1833.095,4.2614
1607932800000,1833.115,1833.994,1818.268,1827.248,9.3173
1607947200000,1827.248,1838.918,1821.994,1826.258,14.1099
1607961600000,1826.258,1830.215,1822.068,1825.245,8.6743
1607976000000,1825.235,1829.288,1824.448,1827.268,2.9766
1607990400000,1827.268,1834.978,1825.348,1833.895,4.5722
1608004800000,1833.935,1843.595,1833.825,1842.615,6.0462
1608019200000,1842.625,1847.538,1839.759,1845.305,7.7172
1608033600000,1845.255,1855.242,1842.305,1848.218,11.8267
1608048000000,1848.318,1853.568,1844.558,1851.688,6.6594
1608062400000,1851.728,1854.598,1850.605,1852.255,2.7242
1608076800000,1852.285,1858.258,1850.848,1857.475,5.6557
1608091200000,1857.475,1858.428,1853.768,1854.088,5.7857
1608105600000,1854.078,1865.658,1853.118,1862.195,10.977
1608120000000,1862.105,1862.165,1849.228,1857.275,17.0194
1608134400000,1857.315,1861.488,1844.663,1861.178,13.4227
1608148800000,1861.208,1865.555,1860.038,1864.395,4.8762
1608163200000,1864.328,1867.395,1861.898,1863.988,5.4869
1608177600000,1863.988,1874.688,1863.598,1874.688,7.841
1608192000000,1874.645,1882.998,1871.818,1879.638,9.6518
1608206400000,1879.588,1896.118,1874.438,1890.925,16.4522
1608220800000,1890.945,1891.318,1882.495,1884.015,11.5368
1608235200000,1884.015,1886.888,1882.875,1883.545,3.8115
1608249600000,1883.545,1885.025,1878.408,1883.278,6.4135
1608264000000,1883.178,1886.655,1879.318,1880.738,7.3504
1608278400000,1880.725,1884.138,1877.275,1884.078,6.5851
1608292800000,1884.065,1889.538,1877.468,1885.955,15.6409
1608307200000,1885.965,1886.538,1878.685,1879.085,6.5376
1608321600000,1879.075,1881.445,1878.395,1880.838,3.7142
1608494400000,1883.818,1884.938,1881.128,1882.975,1.0513
1608508800000,1882.955,1899.315,1882.808,1895.185,9.1548
1608523200000,1895.185,1906.638,1892.858,1894.068,11.1691
1608537600000,1894.075,1898.948,1854.955,1878.348,15.3098
1608552000000,1878.438,1885.658,1870.598,1877.428,22.1294
1608566400000,1877.498,1882.848,1874.458,1877.915,14.8195
1608580800000,1878.065,1881.078,1873.865,1878.975,5.2565
1608595200000,1878.955,1884.238,1875.538,1880.118,6.6738
1608609600000,1880.168,1882.81,1866.475,1868.968,8.8756
1608624000000,1869.068,1874.905,1868.318,1872.278,9.1148
1608638400000,1872.278,1881.385,1860.938,1861.568,14.1867
1608652800000,1861.578,1868.045,1860.245,1864.598,12.1268
1608667200000,1864.648,1865.095,1858.845,1864.145,4.7416
1608681600000,1864.185,1867.468,1861.395,1864.588,7.7979
1608696000000,1864.588,1868.198,1862.925,1866.328,5.7272
1608710400000,1866.348,1872.218,1863.118,1864.795,9.9409
1608724800000,1864.848,1878.348,1856.938,1871.465,16.9268
1608739200000,1871.478,1875.218,1869.865,1871.525,6.8978
1608753600000,1871.535,1873.618,1869.715,1872.528,2.3879
1608768000000,1872.528,1879.888,1871.628,1876.155,6.3824
1608782400000,1876.155,1877.708,1874.038,1876.345,4.2389
1608796800000,1876.365,1880.445,1870.955,1876.225,6.7151
