timestamp,open,high,low,close
1677380400000,1810.665,1810.665,1810.665,1810.665
1677384000000,1810.665,1810.665,1810.665,1810.665
1677387600000,1810.665,1810.665,1810.665,1810.665
1677391200000,1810.665,1810.665,1810.665,1810.665
1677394800000,1810.665,1810.665,1810.665,1810.665
1677398400000,1810.665,1810.665,1810.665,1810.665
1677402000000,1810.665,1810.665,1810.665,1810.665
1677405600000,1810.665,1810.665,1810.665,1810.665
1677409200000,1810.665,1810.665,1810.665,1810.665
1677412800000,1810.665,1810.665,1810.665,1810.665
1677416400000,1810.665,1810.665,1810.665,1810.665
1677420000000,1810.665,1810.665,1810.665,1810.665
1677423600000,1810.665,1810.665,1810.665,1810.665
1677427200000,1810.665,1810.665,1810.665,1810.665
1677430800000,1810.665,1810.665,1810.665,1810.665
1677434400000,1810.665,1810.665,1810.665,1810.665
1677438000000,1810.665,1810.665,1810.665,1810.665
1677441600000,1810.665,1810.665,1810.665,1810.665
1677445200000,1810.665,1810.665,1810.665,1810.665
1677448800000,1810.665,1810.665,1810.665,1810.665
1677452400000,1810.758,1812.985,1810.004,1811.625
1677456000000,1811.615,1813.795,1810.215,1813.408
1677459600000,1813.355,1814.045,1812.108,1813.815
1677463200000,1813.795,1813.885,1811.425,1811.685
1677466800000,1811.675,1812.065,1806.538,1807.815
1677470400000,1807.808,1809.855,1806.945,1809.145
1677474000000,1809.135,1809.525,1807.335,1808.675
1677477600000,1808.655,1811.575,1807.598,1807.888
1677481200000,1807.888,1812.215,1807.065,1810.545
1677484800000,1810.525,1813.615,1810.015,1810.015
1677488400000,1810.005,1811.005,1808.305,1808.345
1677492000000,1808.335,1811.345,1808.215,1810.515
1677495600000,1810.485,1812.364,1810.165,1811.328
1677499200000,1811.358,1813.235,1810.025,1811.345
1677502800000,1811.335,1816.245,1810.085,1815.115
1677506400000,1815.115,1818.745,1814.254,1817.748
1677510000000,1817.744,1820.005,1813.705,1815.258
1677513600000,1815.258,1817.035,1812.495,1816.855
1677517200000,1816.865,1818.885,1816.348,1818.605
1677520800000,1818.605,1820.055,1816.595,1818.725
1677524400000,1818.745,1819.975,1816.905,1817.305
1677528000000,1817.275,1817.975,1815.915,1817.175
1677531600000,1817.145,1817.475,1816.315,1816.898
1677535200000,1816.898,1816.898,1816.898,1816.898
1677538800000,1816.634,1817.655,1816.204,1817.105
1677542400000,1817.105,1818.085,1815.995,1816.368
1677546000000,1816.444,1818.048,1815.255,1817.195
1677549600000,1817.215,1819.278,1816.425,1817.688
1677553200000,1817.688,1817.758,1814.645,1814.825
1677556800000,1814.805,1815.435,1813.715,1814.385
1677560400000,1814.368,1814.525,1812.064,1813.305
1677564000000,1813.305,1816.885,1812.595,1815.645
1677567600000,1815.635,1815.714,1810.035,1810.355
1677571200000,1810.425,1812.515,1804.594,1810.565
1677574800000,1810.575,1812.965,1809.414,1810.235
1677578400000,1810.255,1811.695,1807.935,1808.905
1677582000000,1808.915,1810.705,1807.745,1808.975
1677585600000,1808.965,1809.715,1807.715,1809.195
1677589200000,1809.258,1814.125,1807.108,1813.804
1677592800000,1813.808,1818.865,1812.905,1818.595
1677596400000,1818.608,1826.645,1818.608,1823.975
1677600000000,1823.978,1828.358,1823.905,1826.518
1677603600000,1826.518,1831.045,1826.255,1829.168
1677607200000,1829.145,1830.695,1827.868,1827.974
1677610800000,1827.978,1830.218,1827.848,1828.915
1677614400000,1828.915,1829.255,1826.155,1826.355
1677618000000,1826.375,1827.345,1825.316,1826.648
1677621600000,1826.648,1826.648,1826.648,1826.648
1677625200000,1826.104,1827.218,1825.265,1825.395
1677628800000,1825.374,1825.565,1822.938,1823.355
1677632400000,1823.365,1829.425,1823.105,1829.005
1677636000000,1829.045,1829.195,1827.305,1827.635
1677639600000,1827.625,1831.148,1827.405,1830.895
1677643200000,1830.895,1831.585,1829.845,1829.995
1677646800000,1830.005,1832.585,1829.785,1830.965
1677650400000,1830.975,1836.565,1830.885,1834.645
1677654000000,1834.608,1835.905,1831.238,1835.445
1677657600000,1835.435,1835.745,1832.375,1835.718
1677661200000,1835.718,1837.865,1830.325,1831.645
1677664800000,1831.618,1834.865,1830.715,1834.775
1677668400000,1834.795,1838.368,1834.308,1835.148
1677672000000,1835.218,1840.418,1834.425,1840.418
1677675600000,1840.418,1841.515,1833.715,1837.155
1677679200000,1837.145,1844.405,1836.758,1842.154
1677682800000,1842.075,1844.408,1833.325,1841.965
1677686400000,1841.965,1842.105,1836.935,1841.345
1677690000000,1841.365,1841.565,1836.545,1837.075
1677693600000,1837.095,1839.015,1836.365,1838.405
1677697200000,1838.405,1838.895,1837.268,1838.175
1677700800000,1838.185,1838.925,1836.958,1837.265
1677704400000,1837.215,1837.618,1835.935,1835.935
1677708000000,1835.935,1835.935,1835.935,1835.935
1677711600000,1836.308,1838.354,1836.194,1836.475
1677715200000,1836.455,1838.195,1835.385,1835.558
1677718800000,1835.558,1835.888,1830.945,1833.025
1677722400000,1833.025,1835.915,1832.594,1834.415
1677726000000,1834.405,1834.815,1832.625,1833.308
1677729600000,1833.308,1834.735,1833.155,1834.305
1677733200000,1834.315,1834.725,1832.108,1833.435
1677736800000,1833.445,1833.655,1831.825,1832.095
1677740400000,1832.055,1833.705,1830.105,1831.565
1677744000000,1831.568,1834.625,1829.854,1833.825
1677747600000,1833.815,1835.145,1830.925,1831.865
1677751200000,1831.845,1832.565,1830.338,1831.445
1677754800000,1831.455,1837.174,1831.254,1836.605
1677758400000,1836.585,1837.505,1830.824,1832.405
1677762000000,1832.415,1834.755,1829.965,1832.098
1677765600000,1832.098,1838.128,1831.858,1836.464
1677769200000,1836.464,1838.865,1833.975,1836.545
1677772800000,1836.515,1838.544,1835.838,1835.965
1677776400000,1835.975,1836.185,1832.185,1833.615
1677780000000,1833.615,1837.088,1832.708,1835.728
1677783600000,1835.754,1836.755,1834.995,1835.535
1677787200000,1835.535,1838.015,1834.825,1835.968
1677790800000,1835.968,1836.475,1835.285,1835.615
1677794400000,1835.615,1835.615,1835.615,1835.615
1677798000000,1835.654,1838.075,1835.404,1837.765
1677801600000,1837.755,1840.435,1837.675,1839.308
1677805200000,1839.325,1841.435,1838.025,1838.685
1677808800000,1838.645,1841.035,1838.255,1838.545
1677812400000,1838.515,1839.955,1837.984,1838.725
1677816000000,1838.725,1839.345,1837.985,1838.345
1677819600000,1838.345,1839.875,1837.765,1838.898
1677823200000,1838.898,1844.325,1838.818,1843.164
1677826800000,1843.164,1844.625,1841.864,1842.645
1677830400000,1842.665,1845.645,1842.655,1844.144
1677834000000,1844.114,1847.295,1844.058,1845.735
1677837600000,1845.745,1847.668,1845.105,1846.768
1677841200000,1846.768,1849.135,1846.178,1848.345
1677844800000,1848.345,1848.565,1844.425,1845.685
1677848400000,1845.685,1847.845,1844.685,1846.875
1677852000000,1846.868,1848.105,1841.875,1843.564
1677855600000,1843.564,1845.268,1838.915,1844.444
1677859200000,1844.484,1848.195,1843.678,1847.715
1677862800000,1847.705,1848.075,1845.614,1847.285
1677866400000,1847.255,1850.025,1846.505,1849.975
1677870000000,1849.985,1853.575,1848.905,1853.158
1677873600000,1853.164,1856.208,1852.575,1855.065
1677877200000,1855.065,1856.768,1853.565,1855.798
1677880800000,1855.798,1855.798,1855.798,1855.798
1677884400000,1855.798,1855.798,1855.798,1855.798
1677888000000,1855.798,1855.798,1855.798,1855.798
1677891600000,1855.798,1855.798,1855.798,1855.798
1677895200000,1855.798,1855.798,1855.798,1855.798
1677898800000,1855.798,1855.798,1855.798,1855.798
1677902400000,1855.798,1855.798,1855.798,1855.798
1677906000000,1855.798,1855.798,1855.798,1855.798
1677909600000,1855.798,1855.798,1855.798,1855.798
1677913200000,1855.798,1855.798,1855.798,1855.798
1677916800000,1855.798,1855.798,1855.798,1855.798
1677920400000,1855.798,1855.798,1855.798,1855.798
1677924000000,1855.798,1855.798,1855.798,1855.798
1677927600000,1855.798,1855.798,1855.798,1855.798
1677931200000,1855.798,1855.798,1855.798,1855.798
1677934800000,1855.798,1855.798,1855.798,1855.798
1677938400000,1855.798,1855.798,1855.798,1855.798
1677942000000,1855.798,1855.798,1855.798,1855.798
1677945600000,1855.798,1855.798,1855.798,1855.798
1677949200000,1855.798,1855.798,1855.798,1855.798
1677952800000,1855.798,1855.798,1855.798,1855.798
1677956400000,1855.798,1855.798,1855.798,1855.798
1677960000000,1855.798,1855.798,1855.798,1855.798
1677963600000,1855.798,1855.798,1855.798,1855.798
1677967200000,1855.798,1855.798,1855.798,1855.798
1677970800000,1855.798,1855.798,1855.798,1855.798
1677974400000,1855.798,1855.798,1855.798,1855.798
1677978000000,1855.798,1855.798,1855.798,1855.798
1677981600000,1855.798,1855.798,1855.798,1855.798
1677985200000,1855.798,1855.798,1855.798,1855.798
1677988800000,1855.798,1855.798,1855.798,1855.798
1677992400000,1855.798,1855.798,1855.798,1855.798
1677996000000,1855.798,1855.798,1855.798,1855.798
1677999600000,1855.798,1855.798,1855.798,1855.798
1678003200000,1855.798,1855.798,1855.798,1855.798
1678006800000,1855.798,1855.798,1855.798,1855.798
1678010400000,1855.798,1855.798,1855.798,1855.798
1678014000000,1855.798,1855.798,1855.798,1855.798
1678017600000,1855.798,1855.798,1855.798,1855.798
1678021200000,1855.798,1855.798,1855.798,1855.798
1678024800000,1855.798,1855.798,1855.798,1855.798
1678028400000,1855.798,1855.798,1855.798,1855.798
1678032000000,1855.798,1855.798,1855.798,1855.798
1678035600000,1855.798,1855.798,1855.798,1855.798
1678039200000,1855.798,1855.798,1855.798,1855.798
1678042800000,1855.798,1855.798,1855.798,1855.798
